Representive Gene model,Sorghum homologs ID,Gene ID.1,Gene ID.2,Gene ID.3,Gene ID.4
Sspon.05G0008120,Sobic.006G129200,Sspon.05G0008120-1A,Sspon.05G0008120-2B,Sspon.05G0008120-3C|Sspon.05G0008120-1P,Sspon.05G0008120-4D
Sspon.05G0008130,Sobic.006G129700,Sspon.05G0008130-1A,Sspon.05G0008130-2B,Sspon.05G0008130-3C,Sspon.05G0008130-4D
Sspon.05G0008140,Sobic.006G130800,Sspon.05G0008140-1A,Sspon.05G0008140-2B,Sspon.05G0008140-3C,Sspon.05G0008140-4D
Sspon.05G0008150,Sobic.006G130750,Sspon.05G0008150-1A,Sspon.05G0008150-2B,,
Sspon.05G0008160,Sobic.006G129800,Sspon.05G0008160-1A,Sspon.05G0008160-2B,Sspon.05G0008160-3C,Sspon.05G0008160-4D
Sspon.05G0008170,Sobic.006G130300,Sspon.05G0008170-1A,,Sspon.05G0008170-2C,Sspon.05G0008170-3D
Sspon.05G0008180,Sobic.006G130400,Sspon.05G0008180-1A|Sspon.05G0008180-1P,Sspon.05G0008180-2B,Sspon.05G0008180-3C|Sspon.05G0008180-2P|Sspon.05G0008180-3P,Sspon.05G0008180-4D|Sspon.05G0008180-1T
Sspon.05G0008190,Sobic.006G130501,Sspon.05G0008190-1A,Sspon.05G0008190-2B,,
Sspon.05G0008200,Sobic.006G127900,Sspon.05G0008200-1A,,Sspon.05G0008200-2C,
Sspon.05G0008210,Sobic.006G127800,Sspon.05G0008210-1A,Sspon.05G0008210-2B,Sspon.05G0008210-3C,
Sspon.05G0008220,Sobic.006G127400,Sspon.05G0008220-1A,,Sspon.05G0008220-2C,
Sspon.05G0008230,Sobic.006G127300,Sspon.05G0008230-1A,Sspon.05G0008230-2B,Sspon.05G0008230-3C,Sspon.05G0008230-4D
Sspon.05G0008240,Sobic.006G127200,Sspon.05G0008240-1A|Sspon.05G0008240-1P,Sspon.05G0008240-2B,,
Sspon.05G0008250,Sobic.010G157800,Sspon.05G0008250-1A,Sspon.05G0008250-2B,,
Sspon.05G0008260,Sobic.006G127600,Sspon.05G0008260-1A,Sspon.05G0008260-2B,Sspon.05G0008260-3C|Sspon.05G0008260-1T|Sspon.05G0008260-1P,Sspon.05G0008260-4D
Sspon.05G0008270,Sobic.006G127500,Sspon.05G0008270-1A,Sspon.05G0008270-2B,Sspon.05G0008270-3C,Sspon.05G0008270-4D
Sspon.05G0008280,,Sspon.05G0008280-1A,,,
Sspon.05G0008290,Sobic.006G127100,Sspon.05G0008290-1A,Sspon.05G0008290-2B,Sspon.05G0008290-3C,Sspon.05G0008290-4D
Sspon.05G0008300,Sobic.006G127000,Sspon.05G0008300-1A,Sspon.05G0008300-2B,Sspon.05G0008300-3C,Sspon.05G0008300-4D
Sspon.05G0008310,Sobic.006G126800,Sspon.05G0008310-1A,Sspon.05G0008310-2B,Sspon.05G0008310-3C,Sspon.05G0008310-4D
Sspon.05G0008320,Sobic.006G126700,Sspon.05G0008320-1A,Sspon.05G0008320-2B,Sspon.05G0008320-3C,Sspon.05G0008320-4D|Sspon.05G0008320-1P
Sspon.05G0008330,Sobic.006G126600,Sspon.05G0008330-1A,Sspon.05G0008330-2B,Sspon.05G0008330-3C,Sspon.05G0008330-4D|Sspon.05G0008330-1P
Sspon.05G0008340,Sobic.006G126500,Sspon.05G0008340-1A,Sspon.05G0008340-2B,Sspon.05G0008340-3C,
Sspon.05G0008350,Sobic.006G126400,Sspon.05G0008350-1A,Sspon.05G0008350-2B,,Sspon.05G0008350-3D
Sspon.05G0008360,Sobic.006G126300,Sspon.05G0008360-1A,Sspon.05G0008360-2B,Sspon.05G0008360-3C,
Sspon.05G0008370,Sobic.006G126200,Sspon.05G0008370-1A,,Sspon.05G0008370-2C,Sspon.05G0008370-3D
Sspon.05G0008380,Sobic.006G126100,Sspon.05G0008380-1A,Sspon.05G0008380-2B,Sspon.05G0008380-3C,
Sspon.05G0008390,Sobic.006G125600,Sspon.05G0008390-1A,Sspon.05G0008390-2B|Sspon.05G0008390-1P,,Sspon.05G0008390-3D
Sspon.05G0008400,Sobic.006G125700,Sspon.05G0008400-1A,Sspon.05G0008400-2B,Sspon.05G0008400-3C,Sspon.05G0008400-4D
Sspon.05G0008410,Sobic.006G125100,Sspon.05G0008410-1A,Sspon.05G0008410-2B,Sspon.05G0008410-3C,
Sspon.05G0008420,Sobic.006G125100,Sspon.05G0008420-1A,,,Sspon.05G0008420-2D
Sspon.05G0008430,,Sspon.05G0008430-1A,,,
Sspon.05G0008440,Sobic.006G125400,Sspon.05G0008440-1A,Sspon.05G0008440-2B,,Sspon.05G0008440-3D
Sspon.05G0008450,Sobic.006G125500,Sspon.05G0008450-1A,,Sspon.05G0008450-2C,
Sspon.05G0008460,Sobic.006G125000,Sspon.05G0008460-1A,Sspon.05G0008460-2B,Sspon.05G0008460-3C,Sspon.05G0008460-4D
Sspon.05G0008470,,Sspon.05G0008470-1A,,,
Sspon.05G0008480,Sobic.006G124900,Sspon.05G0008480-1A,Sspon.05G0008480-2B|Sspon.05G0008480-1T,Sspon.05G0008480-3C,Sspon.05G0008480-4D
Sspon.05G0008490,Sobic.006G124500,Sspon.05G0008490-1A,Sspon.05G0008490-2B,,
Sspon.05G0008500,Sobic.006G124400,Sspon.05G0008500-1A|Sspon.05G0008500-1P,Sspon.05G0008500-2B,Sspon.05G0008500-3C|Sspon.05G0008500-2P,Sspon.05G0008500-4D|Sspon.05G0008500-1T
Sspon.05G0008510,Sobic.006G239900,Sspon.05G0008510-1A,,,Sspon.05G0008510-2D|Sspon.05G0008510-1T
Sspon.05G0008520,Sobic.006G124300,Sspon.05G0008520-1A,Sspon.05G0008520-2B,Sspon.05G0008520-3C,Sspon.05G0008520-4D
Sspon.05G0008530,,Sspon.05G0008530-1A,,,
Sspon.05G0008540,Sobic.006G124000,Sspon.05G0008540-1A,,Sspon.05G0008540-2C,Sspon.05G0008540-3D
Sspon.05G0008550,Sobic.006G123900,Sspon.05G0008550-1A,Sspon.05G0008550-2B,Sspon.05G0008550-3C,Sspon.05G0008550-4D
Sspon.05G0008560,Sobic.006G123600,Sspon.05G0008560-1A,Sspon.05G0008560-2B,,Sspon.05G0008560-3D
Sspon.05G0008570,Sobic.008G011100,Sspon.05G0008570-1A,,,Sspon.05G0008570-2D
Sspon.05G0008580,Sobic.006G204300,Sspon.05G0008580-1A,Sspon.05G0008580-2B,Sspon.05G0008580-3C,Sspon.05G0008580-4D
Sspon.05G0008590,Sobic.006G204200,Sspon.05G0008590-1A,Sspon.05G0008590-2B,Sspon.05G0008590-3C|Sspon.05G0008590-1T,Sspon.05G0008590-4D
Sspon.05G0008600,Sobic.006G204700,Sspon.05G0008600-1A,Sspon.05G0008600-2B|Sspon.05G0008600-1P,,
Sspon.05G0008610,Sobic.006G205100,Sspon.05G0008610-1A,,,Sspon.05G0008610-2D
Sspon.05G0008620,Sobic.006G122600,Sspon.05G0008620-1A,Sspon.05G0008620-2B,Sspon.05G0008620-3C,Sspon.05G0008620-4D
Sspon.05G0008630,Sobic.006G122400,Sspon.05G0008630-1A,Sspon.05G0008630-2B,Sspon.05G0008630-3C,Sspon.05G0008630-4D
Sspon.05G0008640,Sobic.006G122200,Sspon.05G0008640-1A|Sspon.05G0008640-1T|Sspon.05G0008640-2T,Sspon.05G0008640-2B,Sspon.05G0008640-3C|Sspon.05G0008640-3T|Sspon.05G0008640-1P,Sspon.05G0008640-4D
Sspon.05G0008650,Sobic.006G122100,Sspon.05G0008650-1A,,,Sspon.05G0008650-2D
Sspon.05G0008660,,Sspon.05G0008660-1A,,,
Sspon.05G0008670,Sobic.006G122500,Sspon.05G0008670-1A,Sspon.05G0008670-2B,Sspon.05G0008670-3C,Sspon.05G0008670-4D
Sspon.05G0008680,Sobic.006G123000,Sspon.05G0008680-1A,Sspon.05G0008680-2B,Sspon.05G0008680-3C|Sspon.05G0008680-1T,
Sspon.05G0008690,,Sspon.05G0008690-1A,,,
Sspon.05G0008700,Sobic.006G121600,Sspon.05G0008700-1A,Sspon.05G0008700-2B,,
Sspon.05G0008710,,Sspon.05G0008710-1A,,Sspon.05G0008710-2C,Sspon.05G0008710-3D
Sspon.05G0008720,,Sspon.05G0008720-1A,,,
Sspon.05G0008730,Sobic.006G121500,Sspon.05G0008730-1A,,,Sspon.05G0008730-2D|Sspon.05G0008730-1P
Sspon.05G0008740,,Sspon.05G0008740-1A,,,
Sspon.05G0008750,Sobic.006G122000,Sspon.05G0008750-1A|Sspon.05G0008750-1P,Sspon.05G0008750-2B,,Sspon.05G0008750-3D|Sspon.05G0008750-1T
Sspon.05G0008760,,Sspon.05G0008760-1A,,,
Sspon.05G0008770,Sobic.006G121400,Sspon.05G0008770-1A,Sspon.05G0008770-2B,Sspon.05G0008770-3C,Sspon.05G0008770-4D
Sspon.05G0008780,Sobic.006G121300,Sspon.05G0008780-1A,Sspon.05G0008780-2B,Sspon.05G0008780-3C,
Sspon.05G0008790,Sobic.006G121100,Sspon.05G0008790-1A,,Sspon.05G0008790-2C,Sspon.05G0008790-3D
Sspon.05G0008800,Sobic.006G121200,Sspon.05G0008800-1A,Sspon.05G0008800-2B,Sspon.05G0008800-3C,Sspon.05G0008800-4D
Sspon.05G0008810,Sobic.006G120900,Sspon.05G0008810-1A,,Sspon.05G0008810-2C,Sspon.05G0008810-3D
Sspon.05G0008820,Sobic.006G120800,Sspon.05G0008820-1A,,Sspon.05G0008820-2C|Sspon.05G0008820-1P,
Sspon.05G0008830,Sobic.006G120700,Sspon.05G0008830-1A,,Sspon.05G0008830-2C,Sspon.05G0008830-3D|Sspon.05G0008830-1P
Sspon.05G0008840,Sobic.006G120600,Sspon.05G0008840-1A,Sspon.05G0008840-2B,Sspon.05G0008840-3C,Sspon.05G0008840-4D
Sspon.05G0008850,,Sspon.05G0008850-1A,,,
Sspon.05G0008860,Sobic.006G120500,Sspon.05G0008860-1A,Sspon.05G0008860-2B,Sspon.05G0008860-3C,Sspon.05G0008860-4D
Sspon.05G0008870,,Sspon.05G0008870-1A,,,
Sspon.05G0008880,Sobic.006G120400,Sspon.05G0008880-1A,,Sspon.05G0008880-2C,
Sspon.05G0008890,,Sspon.05G0008890-1A,,,
Sspon.05G0008900,Sobic.006G120400,Sspon.05G0008900-1A,,,Sspon.05G0008900-2D
Sspon.05G0008910,Sobic.006G120301,Sspon.05G0008910-1A|Sspon.05G0008910-1P,Sspon.05G0008910-2B,Sspon.05G0008910-3C,Sspon.05G0008910-4D
Sspon.05G0008920,,Sspon.05G0008920-1A,,,
Sspon.05G0008930,Sobic.006G120200,Sspon.05G0008930-1A,,Sspon.05G0008930-2C,Sspon.05G0008930-3D
Sspon.05G0008940,Sobic.006G120100,Sspon.05G0008940-1A,,Sspon.05G0008940-2C,Sspon.05G0008940-3D
Sspon.05G0008950,Sobic.006G120000,Sspon.05G0008950-1A,Sspon.05G0008950-2B,Sspon.05G0008950-3C,Sspon.05G0008950-4D
Sspon.05G0008960,Sobic.006G119900,Sspon.05G0008960-1A,Sspon.05G0008960-2B,Sspon.05G0008960-3C,Sspon.05G0008960-4D|Sspon.05G0008960-1P
Sspon.05G0008970,Sobic.006G119800,Sspon.05G0008970-1A,Sspon.05G0008970-2B,Sspon.05G0008970-3C,Sspon.05G0008970-4D|Sspon.05G0008970-1P|Sspon.05G0008970-1T
Sspon.05G0008980,Sobic.006G119600,Sspon.05G0008980-1A,,,Sspon.05G0008980-2D
Sspon.05G0008990,Sobic.006G119400,Sspon.05G0008990-1A,Sspon.05G0008990-2B,Sspon.05G0008990-3C,Sspon.05G0008990-4D
Sspon.05G0009000,,Sspon.05G0009000-1A,,,
Sspon.05G0009010,Sobic.006G119300,Sspon.05G0009010-1A,Sspon.05G0009010-2B,Sspon.05G0009010-3C,Sspon.05G0009010-4D
Sspon.05G0009020,Sobic.006G119200,Sspon.05G0009020-1A|Sspon.05G0009020-1P,Sspon.05G0009020-2B,,Sspon.05G0009020-3D
Sspon.05G0009030,Sobic.006G119700,Sspon.05G0009030-1A,Sspon.05G0009030-2B|Sspon.05G0009030-1P,,Sspon.05G0009030-3D
Sspon.05G0009040,Sobic.006G119100,Sspon.05G0009040-1A,Sspon.05G0009040-2B,,
Sspon.05G0009050,Sobic.006G119000,Sspon.05G0009050-1A,Sspon.05G0009050-2B,,Sspon.05G0009050-3D
Sspon.05G0009060,Sobic.006G118900,Sspon.05G0009060-1A,Sspon.05G0009060-2B,,Sspon.05G0009060-3D
Sspon.05G0009070,Sobic.006G118800,Sspon.05G0009070-1A,Sspon.05G0009070-2B,,Sspon.05G0009070-3D
Sspon.05G0009080,Sobic.006G118400,Sspon.05G0009080-1A,Sspon.05G0009080-2B,,Sspon.05G0009080-3D
Sspon.05G0009090,Sobic.006G118300,Sspon.05G0009090-1A,,Sspon.05G0009090-2C,
Sspon.05G0009100,Sobic.006G118150,Sspon.05G0009100-1A,,Sspon.05G0009100-2C,Sspon.05G0009100-3D
Sspon.05G0009110,Sobic.006G118000,Sspon.05G0009110-1A,Sspon.05G0009110-2B,,
Sspon.05G0009120,Sobic.006G117800,Sspon.05G0009120-1A,Sspon.05G0009120-2B,Sspon.05G0009120-3C,
Sspon.05G0009130,Sobic.006G117000,Sspon.05G0009130-1A|Sspon.05G0009130-1P,Sspon.05G0009130-2B,Sspon.05G0009130-3C,
Sspon.05G0009140,,Sspon.05G0009140-1A,,,
Sspon.05G0009150,,Sspon.05G0009150-1A,,Sspon.05G0009150-2C,
Sspon.05G0009160,Sobic.006G117400,Sspon.05G0009160-1A,,Sspon.05G0009160-2C,
Sspon.05G0009170,Sobic.006G116900,Sspon.05G0009170-1A|Sspon.05G0009170-1P,,Sspon.05G0009170-2C,
Sspon.05G0009180,Sobic.006G116700,Sspon.05G0009180-1A|Sspon.05G0009180-1P,,,Sspon.05G0009180-2D
Sspon.05G0009190,,Sspon.05G0009190-1A,,,
Sspon.05G0009200,Sobic.006G116600,Sspon.05G0009200-1A,Sspon.05G0009200-2B,Sspon.05G0009200-3C,
Sspon.05G0009210,Sobic.006G116500,Sspon.05G0009210-1A,Sspon.05G0009210-2B,Sspon.05G0009210-3C,
Sspon.05G0009220,Sobic.006G116100,Sspon.05G0009220-1A|Sspon.05G0009220-1P,Sspon.05G0009220-2B,Sspon.05G0009220-3C,Sspon.05G0009220-4D
Sspon.05G0009230,Sobic.006G116400,Sspon.05G0009230-1A,,,Sspon.05G0009230-2D
Sspon.05G0009240,,Sspon.05G0009240-1A,,,
Sspon.05G0009250,Sobic.006G116300,Sspon.05G0009250-1A,Sspon.05G0009250-2B,,Sspon.05G0009250-3D
Sspon.05G0009260,Sobic.006G116200,Sspon.05G0009260-1A,Sspon.05G0009260-2B,,Sspon.05G0009260-3D
Sspon.05G0009270,Sobic.006G116050,Sspon.05G0009270-1A,Sspon.05G0009270-2B,,
Sspon.05G0009280,,Sspon.05G0009280-1A,,,
Sspon.05G0009290,Sobic.006G116000,Sspon.05G0009290-1A,,Sspon.05G0009290-2C|Sspon.05G0009290-1P|Sspon.05G0009290-2P,Sspon.05G0009290-3D
Sspon.05G0009300,Sobic.006G115800,Sspon.05G0009300-1A,,Sspon.05G0009300-2C,Sspon.05G0009300-3D
Sspon.05G0009310,Sobic.006G115700,Sspon.05G0009310-1A,Sspon.05G0009310-2B,Sspon.05G0009310-3C,Sspon.05G0009310-4D
Sspon.05G0009320,Sobic.006G115600,Sspon.05G0009320-1A,Sspon.05G0009320-2B,,Sspon.05G0009320-3D
Sspon.05G0009330,Sobic.006G115466,Sspon.05G0009330-1A,Sspon.05G0009330-2B,Sspon.05G0009330-3C,Sspon.05G0009330-4D|Sspon.05G0009330-1P
Sspon.05G0009340,Sobic.006G115300,Sspon.05G0009340-1A,Sspon.05G0009340-2B,Sspon.05G0009340-3C|Sspon.05G0009340-1P,Sspon.05G0009340-4D
Sspon.05G0009350,Sobic.006G115200,Sspon.05G0009350-1A,Sspon.05G0009350-2B,Sspon.05G0009350-3C|Sspon.05G0009350-1P,Sspon.05G0009350-4D
Sspon.05G0009360,Sobic.006G115100,Sspon.05G0009360-1A,Sspon.05G0009360-2B,Sspon.05G0009360-3C|Sspon.05G0009360-1P,
Sspon.05G0009370,Sobic.006G115000,Sspon.05G0009370-1A,Sspon.05G0009370-2B,Sspon.05G0009370-3C,Sspon.05G0009370-4D
Sspon.05G0009380,Sobic.006G114600,Sspon.05G0009380-1A,Sspon.05G0009380-2B,Sspon.05G0009380-3C,Sspon.05G0009380-4D|Sspon.05G0009380-1T
Sspon.05G0009390,Sobic.006G114500,Sspon.05G0009390-1A,Sspon.05G0009390-2B,,Sspon.05G0009390-3D
Sspon.05G0009400,Sobic.006G114400,Sspon.05G0009400-1A,Sspon.05G0009400-2B,Sspon.05G0009400-3C,Sspon.05G0009400-4D
Sspon.05G0009410,Sobic.006G114300,Sspon.05G0009410-1A,Sspon.05G0009410-2B|Sspon.05G0009410-1P,Sspon.05G0009410-3C,
Sspon.05G0009420,Sobic.006G114200,Sspon.05G0009420-1A,Sspon.05G0009420-2B|Sspon.05G0009420-1P,Sspon.05G0009420-3C,Sspon.05G0009420-4D
Sspon.05G0009430,Sobic.006G113500,Sspon.05G0009430-1A,Sspon.05G0009430-2B,,
Sspon.05G0009440,Sobic.006G113800,Sspon.05G0009440-1A|Sspon.05G0009440-1P,Sspon.05G0009440-2B,Sspon.05G0009440-3C|Sspon.05G0009440-2P,Sspon.05G0009440-4D
Sspon.05G0009450,,Sspon.05G0009450-1A,,,
Sspon.05G0009460,,Sspon.05G0009460-1A,,,
Sspon.05G0009470,Sobic.006G112600,Sspon.05G0009470-1A|Sspon.05G0009470-1P,Sspon.05G0009470-2B,Sspon.05G0009470-3C,Sspon.05G0009470-4D
Sspon.05G0009480,Sobic.006G112700,Sspon.05G0009480-1A|Sspon.05G0009480-1P,Sspon.05G0009480-2B,Sspon.05G0009480-3C,
Sspon.05G0009490,Sobic.006G112800,Sspon.05G0009490-1A|Sspon.05G0009490-1P,,Sspon.05G0009490-2C,
Sspon.05G0009500,Sobic.006G112900,Sspon.05G0009500-1A,,Sspon.05G0009500-2C,
Sspon.05G0009510,Sobic.006G113100,Sspon.05G0009510-1A,Sspon.05G0009510-2B,Sspon.05G0009510-3C,
Sspon.05G0009520,Sobic.006G113200,Sspon.05G0009520-1A,Sspon.05G0009520-2B,Sspon.05G0009520-3C,Sspon.05G0009520-4D
Sspon.05G0009530,Sobic.006G113500,Sspon.05G0009530-1A|Sspon.05G0009530-1P,Sspon.05G0009530-2B,Sspon.05G0009530-3C|Sspon.05G0009530-2P,Sspon.05G0009530-4D
Sspon.05G0009540,,Sspon.05G0009540-1A,,,
Sspon.05G0009550,Sobic.006G112500,Sspon.05G0009550-1A|Sspon.05G0009550-1T,Sspon.05G0009550-2B,Sspon.05G0009550-3C|Sspon.05G0009550-2T,Sspon.05G0009550-4D
Sspon.05G0009560,,Sspon.05G0009560-1A,,,
Sspon.05G0009570,Sobic.006G111800,Sspon.05G0009570-1A,,,Sspon.05G0009570-2D
Sspon.05G0009580,Sobic.006G111700,Sspon.05G0009580-1A,Sspon.05G0009580-2B,Sspon.05G0009580-3C,Sspon.05G0009580-4D
Sspon.05G0009590,Sobic.006G111600,Sspon.05G0009590-1A,Sspon.05G0009590-2B,Sspon.05G0009590-3C,
Sspon.05G0009600,Sobic.006G111400,Sspon.05G0009600-1A,,,Sspon.05G0009600-2D
Sspon.05G0009610,Sobic.006G111300,Sspon.05G0009610-1A,Sspon.05G0009610-2B,Sspon.05G0009610-3C,Sspon.05G0009610-4D
Sspon.05G0009620,Sobic.006G111200,Sspon.05G0009620-1A,Sspon.05G0009620-2B,Sspon.05G0009620-3C,Sspon.05G0009620-4D
Sspon.05G0009630,Sobic.006G111100,Sspon.05G0009630-1A,Sspon.05G0009630-2B,Sspon.05G0009630-3C,Sspon.05G0009630-4D
Sspon.05G0009640,Sobic.006G110900,Sspon.05G0009640-1A,Sspon.05G0009640-2B,Sspon.05G0009640-3C,Sspon.05G0009640-4D
Sspon.05G0009650,Sobic.006G111000,Sspon.05G0009650-1A,Sspon.05G0009650-2B,Sspon.05G0009650-3C,
Sspon.05G0009660,Sobic.006G110850,Sspon.05G0009660-1A,Sspon.05G0009660-2B,Sspon.05G0009660-3C,
Sspon.05G0009670,Sobic.006G110700,Sspon.05G0009670-1A,Sspon.05G0009670-2B,Sspon.05G0009670-3C,
Sspon.05G0009680,Sobic.006G110200,Sspon.05G0009680-1A,Sspon.05G0009680-2B,Sspon.05G0009680-3C,Sspon.05G0009680-4D
Sspon.05G0009690,Sobic.006G110300,Sspon.05G0009690-1A,Sspon.05G0009690-2B,Sspon.05G0009690-3C,Sspon.05G0009690-4D
Sspon.05G0009700,Sobic.006G109300,Sspon.05G0009700-1A,Sspon.05G0009700-2B,Sspon.05G0009700-3C,Sspon.05G0009700-4D
Sspon.05G0009710,Sobic.006G109700,Sspon.05G0009710-1A,,Sspon.05G0009710-2C,Sspon.05G0009710-3D
Sspon.05G0009720,Sobic.006G109850,Sspon.05G0009720-1A,,Sspon.05G0009720-2C,Sspon.05G0009720-3D
Sspon.05G0009730,Sobic.006G109500,Sspon.05G0009730-1A,Sspon.05G0009730-2B,Sspon.05G0009730-3C,Sspon.05G0009730-4D
Sspon.05G0009740,Sobic.006G109100,Sspon.05G0009740-1A,Sspon.05G0009740-2B,Sspon.05G0009740-3C,Sspon.05G0009740-4D
Sspon.05G0009750,Sobic.006G108832,Sspon.05G0009750-1A,,Sspon.05G0009750-2C,Sspon.05G0009750-3D
Sspon.05G0009760,Sobic.006G109000,Sspon.05G0009760-1A,Sspon.05G0009760-2B|Sspon.05G0009760-1P,Sspon.05G0009760-3C,Sspon.05G0009760-4D
Sspon.05G0009770,Sobic.006G108700,Sspon.05G0009770-1A,Sspon.05G0009770-2B|Sspon.05G0009770-1P,,Sspon.05G0009770-3D
Sspon.05G0009780,Sobic.004G192700,Sspon.05G0009780-1A,Sspon.05G0009780-2B,Sspon.05G0009780-3C,Sspon.05G0009780-4D|Sspon.05G0009780-1P
Sspon.05G0009790,Sobic.006G108400,Sspon.05G0009790-1A,Sspon.05G0009790-2B,Sspon.05G0009790-3C,Sspon.05G0009790-4D
Sspon.05G0009800,Sobic.006G108100,Sspon.05G0009800-1A,Sspon.05G0009800-2B,Sspon.05G0009800-3C,Sspon.05G0009800-4D
Sspon.05G0009810,,Sspon.05G0009810-1A,,Sspon.05G0009810-2C,
Sspon.05G0009820,Sobic.006G108300,Sspon.05G0009820-1A,Sspon.05G0009820-2B,,Sspon.05G0009820-3D
Sspon.05G0009830,,Sspon.05G0009830-1A,,,
Sspon.05G0009840,Sobic.006G108000,Sspon.05G0009840-1A,Sspon.05G0009840-2B,Sspon.05G0009840-3C,Sspon.05G0009840-4D
Sspon.05G0009850,Sobic.006G107832,Sspon.05G0009850-1A,,,Sspon.05G0009850-2D|Sspon.05G0009850-1P
Sspon.05G0009860,Sobic.006G107700,Sspon.05G0009860-1A,Sspon.05G0009860-2B,,
Sspon.05G0009870,Sobic.006G107600,Sspon.05G0009870-1A,Sspon.05G0009870-2B,Sspon.05G0009870-3C,Sspon.05G0009870-4D
Sspon.05G0009880,,Sspon.05G0009880-1A,Sspon.05G0009880-2B,,
Sspon.05G0009890,Sobic.006G107200,Sspon.05G0009890-1A|Sspon.05G0009890-1P,Sspon.05G0009890-2B,,
Sspon.05G0009900,Sobic.006G107100,Sspon.05G0009900-1A,Sspon.05G0009900-2B,,
Sspon.05G0009910,Sobic.006G106900,Sspon.05G0009910-1A,,,Sspon.05G0009910-2D
Sspon.05G0009920,Sobic.006G106800,Sspon.05G0009920-1A,,,Sspon.05G0009920-2D
Sspon.05G0009930,Sobic.006G106700,Sspon.05G0009930-1A,,Sspon.05G0009930-2C,Sspon.05G0009930-3D|Sspon.05G0009930-1P
Sspon.05G0009940,Sobic.006G106300,Sspon.05G0009940-1A|Sspon.05G0009940-1P,,Sspon.05G0009940-2C,Sspon.05G0009940-3D
Sspon.05G0009950,Sobic.006G106400,Sspon.05G0009950-1A|Sspon.05G0009950-1P,Sspon.05G0009950-2B,Sspon.05G0009950-3C,Sspon.05G0009950-4D
Sspon.05G0009960,,Sspon.05G0009960-1A,,,
Sspon.05G0009970,Sobic.006G105800,Sspon.05G0009970-1A,,,Sspon.05G0009970-2D
Sspon.05G0009980,Sobic.006G105600,Sspon.05G0009980-1A,Sspon.05G0009980-2B,Sspon.05G0009980-3C,Sspon.05G0009980-4D|Sspon.05G0009980-1P
Sspon.05G0009990,Sobic.006G105500,Sspon.05G0009990-1A,Sspon.05G0009990-2B,,Sspon.05G0009990-3D
Sspon.05G0010000,,Sspon.05G0010000-1A,,,
Sspon.05G0010010,Sobic.006G104900,Sspon.05G0010010-1A,Sspon.05G0010010-2B,Sspon.05G0010010-3C,Sspon.05G0010010-4D|Sspon.05G0010010-1T
Sspon.05G0010020,Sobic.006G104700,Sspon.05G0010020-1A,,Sspon.05G0010020-2C,Sspon.05G0010020-3D
Sspon.05G0010030,Sobic.006G104700,Sspon.05G0010030-1A,,,Sspon.05G0010030-2D
Sspon.05G0010040,Sobic.006G104800,Sspon.05G0010040-1A,,,
Sspon.05G0010050,Sobic.006G104600,Sspon.05G0010050-1A,,Sspon.05G0010050-2C,
Sspon.05G0010060,Sobic.006G104500,Sspon.05G0010060-1A,,Sspon.05G0010060-2C,
Sspon.05G0010070,Sobic.006G104100,Sspon.05G0010070-1A,Sspon.05G0010070-2B,Sspon.05G0010070-3C,Sspon.05G0010070-4D
Sspon.05G0010080,Sobic.006G103900,Sspon.05G0010080-1A,Sspon.05G0010080-2B,Sspon.05G0010080-3C|Sspon.05G0010080-1P,Sspon.05G0010080-4D|Sspon.05G0010080-1T
Sspon.05G0010090,Sobic.006G103400,Sspon.05G0010090-1A,Sspon.05G0010090-2B,Sspon.05G0010090-3C,Sspon.05G0010090-4D
Sspon.05G0010100,Sobic.006G103200,Sspon.05G0010100-1A,Sspon.05G0010100-2B,Sspon.05G0010100-3C,
Sspon.05G0010110,Sobic.006G102700,Sspon.05G0010110-1A,Sspon.05G0010110-2B,,
Sspon.05G0010120,Sobic.006G102800,Sspon.05G0010120-1A|Sspon.05G0010120-1P,Sspon.05G0010120-2B,,Sspon.05G0010120-3D|Sspon.05G0010120-2P
Sspon.05G0010130,Sobic.006G102900,Sspon.05G0010130-1A,Sspon.05G0010130-2B,Sspon.05G0010130-3C,Sspon.05G0010130-4D|Sspon.05G0010130-1P|Sspon.05G0010130-2P
Sspon.05G0010140,Sobic.006G103100,Sspon.05G0010140-1A,Sspon.05G0010140-2B,Sspon.05G0010140-3C,Sspon.05G0010140-4D
Sspon.05G0010150,Sobic.006G103000,Sspon.05G0010150-1A,,Sspon.05G0010150-2C,
Sspon.05G0010160,Sobic.006G102300,Sspon.05G0010160-1A|Sspon.05G0010160-1T|Sspon.05G0010160-1P,Sspon.05G0010160-2B,Sspon.05G0010160-3C,Sspon.05G0010160-4D
Sspon.05G0010170,,Sspon.05G0010170-1A,,,
Sspon.05G0010180,Sobic.006G101900,Sspon.05G0010180-1A|Sspon.05G0010180-1P,Sspon.05G0010180-2B,Sspon.05G0010180-3C,Sspon.05G0010180-4D|Sspon.05G0010180-2P
Sspon.05G0010190,Sobic.004G188600,Sspon.05G0010190-1A,Sspon.05G0010190-2B,Sspon.05G0010190-3C|Sspon.05G0010190-1P,Sspon.05G0010190-4D
Sspon.05G0010200,Sobic.006G101500,Sspon.05G0010200-1A,Sspon.05G0010200-2B,Sspon.05G0010200-3C,Sspon.05G0010200-4D
Sspon.05G0010210,Sobic.006G100900,Sspon.05G0010210-1A,Sspon.05G0010210-2B,Sspon.05G0010210-3C,Sspon.05G0010210-4D
